agent,trial,stage,candidate_id,edge_type,strength,active,driver,seed
full_biological,39,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,40,Ext2,AUTO_GG_G0_G1,glia_glia,0.9955482496582921,True,0.0001764397728173131,20260817
full_biological,40,Ext2,AUTO_GG_G1_G3,glia_glia,0.9961047184510056,True,0.0001764397728173131,20260817
full_biological,40,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,40,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.996661187243719,True,0.0001764397728173131,20260817
full_biological,40,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,40,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,41,Ext2,AUTO_GG_G0_G1,glia_glia,0.9951595418037524,True,0.00014115181825385048,20260817
full_biological,41,Ext2,AUTO_GG_G1_G3,glia_glia,0.9957645990782833,True,0.00014115181825385048,20260817
full_biological,41,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,41,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9963696563528143,True,0.00014115181825385048,20260817
full_biological,41,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,41,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,42,Ext2,AUTO_GG_G0_G1,glia_glia,0.9947685755201207,True,0.00011292145460308038,20260817
full_biological,42,Ext2,AUTO_GG_G1_G3,glia_glia,0.9954225035801055,True,0.00011292145460308038,20260817
full_biological,42,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,42,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9960764316400904,True,0.00011292145460308038,20260817
full_biological,42,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,42,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,43,Ext2,AUTO_GG_G0_G1,glia_glia,0.9943758024932152,True,9.033716368246431e-05,20260817
full_biological,43,Ext2,AUTO_GG_G1_G3,glia_glia,0.9950788271815633,True,9.033716368246431e-05,20260817
full_biological,43,Ext2,AUTO_GG_G2_G5,glia_glia,1.0,True,1.0,20260817
full_biological,43,Ext2,AUTO_TRI_N0_G1_N4,tripartite,0.9957818518699113,True,9.033716368246431e-05,20260817
full_biological,43,Ext2,AUTO_TRI_N3_G2_N5,tripartite,1.0,True,1.0,20260817
full_biological,43,Ext2,AUTO_TRI_N3_G2_N9,tripartite,1.0,True,1.0,20260817
full_biological,44,Ext2,AUTO_GG_G0_G1,glia_glia,0.9939815840716909,True,7.226973094597146e-05,20260817
